nama_product,foto_product,harga_product,diskon_product,rating_product,review_product,description
FAME - Selma Tunik Crinkle Terbaru - 9911827,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/28/ef531dd9-de6f-41e4-a745-4b20a5651e21.jpg,Rp499.900,28,0,0,"- Material : PolyCrinkle (Adem,Ringan & Tidak Menerawang)
- Regular fit - Warna : Multicolor ( Putih, Hijau, Pink )
- Kancing Depan ( Busui Friendly )
- Lengan Karet : Wudhu Friendly
- Tali Pinggang
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 98 cm x 58 cm x 97 cm
L : 104 cm x 58 cm x 98 cm
XL : 110 cm x 58 cm x 99 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci"
FAME - Selma Tunik Crinkle Terbaru - 9911828,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/28/d4a8a905-0aa4-4b24-8b9d-f57fd3a29a98.jpg,Rp499.900,28,0,0,"- Material : PolyCrinkle (Adem,Ringan & Tidak Menerawang)
- Regular fit
- Warna : Multicolor ( Putih, Abu, Krem )
- Kancing Depan ( Busui Friendly )
- Lengan Karet : Wudhu Friendly
- Tali Pinggang
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 98 cm x 58 cm x 97 cm
L : 104 cm x 58 cm x 98 cm
XL : 110 cm x 58 cm x 99 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci"
FAME - Zahra Tunik Satin Silk Terbaru - 9911835,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/28/a9ecd7d4-6187-4b7a-b77b-aa1a70efe6ac.jpg,Rp499.900,28,0,0,"- Material : Satin Silk (Adem,Ringan & Tidak Menerawang)
- Regular fit
- Warna : Brown
- Kancing Depan ( Busui Friendly )
- Lengan Karet : Wudhu Friendly
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 100 cm x 58 cm x 80 cm
L : 106 cm x 58 cm x 81 cm
XL : 112 cm x 58 cm x 82 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci"
FAME - Aya Tunik Putih Polos Terbaru - 9911818,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/28/461f0d17-11f3-4d58-9929-08e10de8f3e1.jpg,Rp299.900,23,0,0,"- Material : Polycotton (Adem,Ringan & Tidak Menerawang)
- Regular fit
- Warna : Putih
- Kancing Depan ( Busui Friendly )
- Lengan Manset : Wudhu Friendly
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
S : 92 cm x 56 cm x 75 cm
M : 98 cm x 56 cm x 76 cm
L : 104 cm x 57 cm x 77 cm
XL : 110 cm x 58 cm x 78 cm
XXL : 116 cm x 58 cm x 78 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci"
FAME - Jasmine Maxi Dress Gamis Casual Terbaru - 9911187,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/28/01f576d7-27d2-43a7-b6a6-f79412b2070a.jpg,Rp749.900,31,0,0,"- Material : Crinkle (Adem,Ringan & Tidak Menerawang)
- Regular fit
- Warna : Multicolor (Putih, Biru, Hijau)
- Zipper Belakang
- Lengan Karet : Wudhu Friendly
- Tali Pinggang
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 96 cm x 58 cm x 137 cm
L : 102 cm x 58 cm x 137 cm
XL : 108 cm x 58 cm x 138 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci"
FAME - Carmen Gamis Hitam Detail Brokat Terbaru - 9911182,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/19/b4bb3bf3-0572-43b7-860e-75b7e6f1e1cd.jpg,Rp799.900,38,0,0,"- Material : Hycon (Adem,Ringan & Tidak Menerawang)
- Regular fit
- Warna : Hitam
- Zipper Depan : Busui Friendly
- Lengan Karet : Wudhu Friendly
- Pinggang Karet
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 100 cm x 56 cm x 130 cm
L : 104 cm x 56 cm x 130 cm
XL : 108 cm x 56 cm x 130 cm
XXL : 112 cm x 56 cm x 130 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
- Tidak dengan mesin cuci
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci"
FAME - Casma Maxi Dress Gamis Casual Terbaru - 9911188,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/19/2e828e76-027b-4a95-a813-1bd668ed2a36.jpg,Rp749.900,31,0,0,"- Material : Satin Silk (Adem,Ringan & Tidak Menerawang)
- Regular fit
- Warna : Coklat
- Zipper Belakang
- Lengan Karet : Wudhu Friendly
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 102 cm x 71 cm x 140 cm
L : 106 cm x 71 cm x 140 cm
XL : 110 cm x 71 cm x 140 cm
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci"
FAME - Chanda Gamis Kaftan Print Terbaru - 9911204,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/19/e0f3d119-d1b6-408d-ba64-2a3c44dd001f.jpg,Rp649.900,27,0,0,"- Material : Satin Silk (Adem,Ringan & Tidak Menerawang)
- Regular fit
- Warna : Coklat
- Wudhu Friendly
- Pinggang Karet
Detail Size (Lingkar Dada x Panjang Baju):
Free Size  : 150 cm x 134 cm ( Fit to XXL)
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci
#gamis #bajumuslim #bajumuslimwanita #bajulebaran #muslimwear #busanamuslim #fame  #dressmuslim #modelterbaru #gamisputih #gamisterbaru2024lebaranwanita #pakaianmuslim #gamislebaran2024modelgamisterbaru"
FAME - Camilla Maxi Dress Gamis Polos Crincle Terbaru - 991118,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/19/5c8b9df1-42b2-4cbc-a33e-3297ae630c39.jpg,Rp649.900,27,0,0,"- Material : Crinkle (Adem,Ringan & Tidak Menerawang)
- Regular fit
- Warna : Pink Rashberry, Sage Green, Light Steel Blue
- Zipper Depan : Busui Friendly
- Lengan Karet : Wudhu Friendly
- Pinggang Karet
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 94 cm x 53 cm x 138 cm
L : 100 cm x 53 cm x 140cm
XL : 104 cm x 54 cm x 141 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci"
FAME - Ghina Tunik Putih Katun Detail Tali Pinggang Terbaru - 9211819,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/6/67016e20-b028-495b-93ee-bb91b7832be2.jpg,Rp319.900,20,100,1,"- Material: Polycotton (Adem, Ringan & Tidak Menerawang)
- Regular fit
- Warna: Clear White
- Kancing Depan: Busui Friendly
- Lengan Kancing: Wudhu Friendly
- Tali Pinggang
- Kerah Kemeja
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
S : 94 x 54 cm x 91cm
M : 98 cm x 56 cm x 93 cm
L : 106 cm x 57 cm x 94 cm
XL : 112 cm x 57 cm x 95 cm
XXL : 118 cm x 58 cm x 96 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
- Tidak dengan mesin cuci
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci
#gamis #bajumuslim #bajumuslimwanita #bajulebaran #muslimwear #busanamuslim #fame #dressmuslim #modelterbaru #gamisputih #gamisterbaru2024lebaranwanita #dressmaxi #gamislebaran2024modelgamisterbaru #tunik"
FAME - Aamira Gamis Putih Detail Brokat Terbaru - 9911174,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/6/f9a23781-5761-4ca7-8949-54c495f91634.jpg,Rp899.900,35,0,0,"- Material: Hycon (Adem, Ringan & Tidak Menerawang)
- Regular fit
- Warna: Clear White
- Zipper Depan: Busui Friendly
- Full Brokat bagian dada
- Pinggang Karet
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 98 cm x 59 cm x 137 cm
L : 105 cm x 59 cm x 138 cm
XL : 112 cm x 60 cm x 139 cm
XXL : 119 cm x 60 cm x 140 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
- Tidak dengan mesin cuci
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
#gamis #bajumuslim #bajumuslimwanita #bajulebaran #muslimwear #busanamuslim #fame #dressmuslim #modelterbaru #gamisputih #gamisterbaru2024lebaranwanita #pakaianmuslim #gamislebaran2024modelgamisterbaru"
FAME - Alina Gamis Putih Detail Brokat Terbaru - 9911177,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/5/720fbcca-8974-4e50-99c1-041555b5bfbd.jpg,Rp799.900,38,0,0,"- Material: Hycon (Adem, Ringan & Tidak Menerawang)
- Regular fit
- Warna: White
- Zipper Depan: Busui Friendly
- Lengan Karet: Wudhu Friendly
- Detail Brokat bagian dada
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 100 cm x 55 cm x 133 cm
L : 105 cm x 55 cm x 133 cm
XL : 110 cm x 57 cm x 133 cm
XXL : 114 cm x 57 cm x 133 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
- Tidak dengan mesin cuci
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci
#gamis #bajumuslim #bajumuslimwanita #bajulebaran #muslimwear #busanamuslim #fame  #dressmuslim #modelterbaru #gamisputih #gamisterbaru2024lebaranwanita #pakaianmuslim #gamislebaran2024modelgamisterbaru"
FAME - Aisyah Gamis Hitam Detail Brokat & Ruffle Terbaru - 9911181,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/5/a1727ecc-f091-4b8e-9503-38b96413c794.jpg,Rp899.900,35,0,0,"- Material: Hycon (Adem, Ringan & Tidak Menerawang)
- Regular fit
- Warna: Black
- Zipper Belakang
- Detail Brokat bagian dada & Ruffle di bahu
- Pinggang Karet
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 96 cm x 50 cm x 137 cm
L : 102 cm x 51 cm x 138 cm
XL : 108 cm x 52 cm x 139 cm
XXL : 114 cm x 53 cm x 133 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
- Tidak dengan mesin cuci
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci
#gamis #bajumuslim #bajumuslimwanita #bajulebaran #muslimwear #busanamuslim #fame #dressmuslim #modelterbaru #gamisputih #gamisterbaru2024lebaranwanita #pakaianmuslim #gamislebaran2024modelgamisterbaru"
FAME - Miriam Gamis Putih Detail Brokat Plisket Terbaru - 9911180,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/5/bb9b9625-962d-459f-9456-8536d7aa8619.jpg,Rp799.900,38,0,0,"- Material: Hycon (Adem, Ringan & Tidak Menerawang)
- Regular fit
- Warna: Clear White
- Zipper Depan: Busui Friendly
- Detail Brokat Plisket bagian dada
- Pinggang Karet
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 98 cm x 57 cm x 140 cm
L : 105 cm x 57 cm x 140 cm
XL : 112 cm x 59 cm x 140 cm
XXL : 118 cm x 59 cm x 140 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
- Tidak dengan mesin cuci
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci
#gamis #bajumuslim #bajumuslimwanita #bajulebaran #muslimwear #busanamuslim #fame #dressmuslim #modelterbaru #gamisputih #gamisterbaru2024lebaranwanita #pakaianmuslim #gamislebaran2024modelgamisterbaru"
FAME - Agnia Gamis Putih Detail Brokat Mutiara Plisket Terbaru-9911179,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/5/9e7b704d-eaf5-47bc-b4c6-7ce706e9bd31.jpg,Rp899.900,35,0,0,"- Material: Hycon (Adem, Ringan & Tidak Menerawang)
- Regular fit
- Warna: Clear White
- Zipper Depan: Busui Friendly
- Lengan Karet: Wudhu Friendly
- Detail Brokat Mutiara Plisket bagian dada
- Pinggang Karet
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 96 cm x 57 cm x 139 cm
L : 102 cm x 57 cm x 139 cm
XL : 108 cm x 59 cm x 140 cm
XXL : 112 cm x 59 cm x 140 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
- Tidak dengan mesin cuci
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci
#gamis #bajumuslim #bajumuslimwanita #bajulebaran #muslimwear #busanamuslim #fame #dressmuslim #modelterbaru #gamisputih #gamisterbaru2024lebaranwanita #pakaianmuslim #gamislebaran2024modelgamisterbaru"
FAME - Amina Maxi Dress Gamis Katun Print Multicolor Terbaru - 9911203,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2024/2/5/0d32821a-2d66-4c69-bad2-9160c0fb83c5.jpg,Rp599.900,24,0,0,"- Material: Katun Rayon (Adem, Ringan & Tidak Menerawang)
- Regular fit
- Warna: Multicolor
- Full Kancing Depan: Busui Friendly
- Lengan Kancing: Wudhu Friendly
- Tali Pinggang - Kerah Kemeja
Detail Size (Lingkar Dada x Panjang Lengan x Panjang Baju):
M : 96 cm x 56 cm x 130 cm
L : 102 cm x 57 cm x 131 cm
XL : 108 cm x 58 cm x 132 cm
PETUNJUK PERAWATAN:
- Air hangat dibawah 30°C
- Cuci dengan tangan
- Jangan pakai pemutih
- Jangan diperas
- Pengeringan digantung
- Seterika hangat
- Tidak dengan mesin cuci
NOTE PENTING:
- Detail ukuran dengan toleransi +- 1 - 3cm
- Akurasi cahaya pada foto sampai dengan 90%
- Hanya melayani penukaran jika barang tidak sesuai pesanan/cacat
- Wajib menyertakan bukti video unboxing tanpa terputus, dan menunjukan semua sisi paket
- Batas retur 1x24 jam setelah barang diterima
- Kemasan & label pengiriman masih utuh dan disertakan saat pengembalian
- Produk yg diretur harus dalam keadaan BARU, tidak pernah dipakai/dicuci
#gamis #bajumuslim #bajumuslimwanita #bajulebaran #muslimwear #busanamuslim #fame #dressmuslim #modelterbaru #gamisputih #gamisterbaru2024lebaranwanita #dressmaxi #gamislebaran2024modelgamisterbaru"
FAME - Kemeja Wanita Lengan Panjang Mocca - 9211807,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2023/12/11/d957bd80-c1c3-4b43-9f00-fd99e9396513.jpg,Rp289.900,31,0,0,"- Kemeja basic lengan panjang
- Smart casual style
- Kerah tinggi pleats dengan detail tali pita
- Kancing depan
- Reguler fit
- Unlined
- Warna mocca
- Material cotton blend, tidak transparan, ringan dan tidak stretch
- Tinggi model 165cm, mengenakan ukuran M
Lingkar Dada x Panjang Lengan x Panjang Kemeja
- S (90cm x 56cm x 62cm)
- M (96cm x 56cm x 63cm)
- L (102cm x 57cm x 64cm)
- XL (108cm x 57cm x 65cm)
- XXL (114 x 57cm x 66cm)
NOTE PENTING :
1. Produk 100% baru (Tidak pernah dipakai).
2. Tidak menerima penukaran size apabila sudah sesuai pesanan.
3. Toleransi pengukuran produk kurang lebih 2cm.
4. Jika produk yang diterima bermasalah (Reject, Bernoda/tidak sesuai pesanan) silahkan komplain chat personal ke admin dan pastikan tidak melakukan penilaian terhadap produk agar komplain bisa diproses.
5. Semua komplain wajib menyertakan video Unboxing paket dari awal sebelum buka paket sampai pengecekan produk.
6. Maksimal komplain 1x24 jam dari terima barang."
FAME - Kemeja Wanita Lengan Panjang Putih - 9211799,https://images.tokopedia.net/img/cache/300-square/hDjmkQ/2023/12/11/04f795a1-1b5f-4b72-a7be-203150816f1d.jpg,Rp289.900,31,0,0,"- Kemeja basic lengan panjang
- Smart casual style
- Kerah tinggi pleats dengan detail tali pita
- Kancing depan
- Reguler fit
- Unlined
- Warna putih
- Material cotton blend, tidak transparan, ringan dan tidak stretch
- Tinggi model 170cm, mengenakan ukuran M
Lingkar Dada x Panjang Lengan x Panjang Kemeja
- S (90cm x 56cm x 62cm)
- M (96cm x 56cm x 63cm)
- L (102cm x 57cm x 64cm)
- XL (108cm x 57cm x 65cm)
- XXL (114 x 57cm x 66cm)
NOTE PENTING :
1. Produk 100% baru (Tidak pernah dipakai).
2. Tidak menerima penukaran size apabila sudah sesuai pesanan.
3. Toleransi pengukuran produk kurang lebih 2cm.
4. Jika produk yang diterima bermasalah (Reject, Bernoda/tidak sesuai pesanan) silahkan komplain chat personal ke admin dan pastikan tidak melakukan penilaian terhadap produk agar komplain bisa diproses.
5. Semua komplain wajib menyertakan video Unboxing paket dari awal sebelum buka paket sampai pengecekan produk.
6. Maksimal komplain 1x24 jam dari terima barang."
